"mu","f_DOPO"
16.4,0.027419820587780454
16.5,0.027244396962976643
16.6,0.027071095859502185
16.700000000000003,0.026899865333243116
16.800000000000004,0.026730655332096728
16.9,0.026563452945850528
17,0.02639823679231158
17.1,0.026234907818246975
17.200000000000003,0.026073524822074565
17.300000000000004,0.02591397682961454
17.4,0.02575627510549108
17.5,0.025600373213166557
17.6,0.025446234010913487
17.700000000000003,0.02529382548164933
17.800000000000004,0.025143163000754844
17.9,0.024994162068289232
18,0.024846820181478928
18.1,0.0247010987159441
18.200000000000003,0.024556981012562037
18.300000000000004,0.024414441296121803
18.400000000000006,0.024273451847138187
18.5,0.024133980166220516
18.6,0.023996003232594196
18.700000000000003,0.02385953492736486
18.800000000000004,0.023724495707122744
18.900000000000006,0.02359087029359373
19,0.023458686211138353
19.1,0.023327866777678185
19.200000000000003,0.023198416507957988
19.300000000000004,0.023070317177472644
19.400000000000006,0.022943525164829854
19.5,0.022818040659076305
19.6,0.022693840006770747
19.700000000000003,0.02257089638330249
19.800000000000004,0.022449158448270033
19.900000000000006,0.022328730297456977
20,0.0222094640825986
